FID,CT_Tag_ID,Date_Ptd,Cultivar,SciName,CmmnName,DBH,Program,EventORAdd,Impervious,DBH1,DBH2,DBH3,DBH4,TotalHeigh,Width_NS,Width_EW,PercentMis,CrownCondi,TreeStruct,SpaceType1,CrownBase,Jurisdicti,SpaceTypeD,Cond_18,SpaceType,Condition,DDOE,PTG_Notes,Cond_12,Genus,Species,StockType,Class_Code,Mntc_Condn,Season,Nursery,Condit_13,POINT_X,POINT_Y,Cond_17,Cond_16,Cond_15,Cond_14,db_jdx,db_year,db_Season,db_removed,db_SpaceTy,db_Prog,db_StockT,db_ClassCo,db_Nursery,db_Genus,db_Species,db_mtc,db_pltdbh,isAlive,Death_Yr,Death_Age,Age,Cond_Agg
5429,LGCY3883,3/29/08 0:00,Dura Heat,Betula nigra,River Birch,0,CTP,North Portal Estates, ,0,0,0,0,0,0,0, , , ,Back Yard,0,PRIVATE,Open Land,Good, , , , , , , , , , , ,American Native Plants, ,-77.04048486,38.98991306,Good,Left Card,Good,NA,PRIVATE,2008,Spring, ,Open Land,CTP,CT,125,American Native Plants,Betula,nigra,Good,1,1,0,0,11,Good
5430,LGCY3885,3/29/08 0:00,Dura Heat,Betula nigra,River Birch,0,CTP,North Portal Estates, ,0,0,0,0,0,0,0, , , ,Back Yard,0,PRIVATE,Open Land,Good, , , , , , , , , , , ,American Native Plants, ,-77.04049087,38.98985881,Good,Left Card,Good,NA,PRIVATE,2008,Spring, ,Open Land,CTP,CT,125,American Native Plants,Betula,nigra,Good,1,1,0,0,11,Good
5431,LGCY3895,4/8/06 0:00, ,Magnolia acuminata,Cucumber Magnolia,0,CTP,Overlook Escape, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Princeton Nurseries,Excellent,-76.98782512,38.85788915,Good,Good,Missing,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Princeton Nurseries,Magnolia,acuminata,Good,2.5,1,0,0,13,Good
5432,LGCY3896,4/8/06 0:00, ,Cornus kousa,Kousa Dogwood,0,CTP,Overlook Escape,0%,2.2,2.5,1.8,1.4,9,10,9,11-20%,5,4,Maintained Land,4,PRIVATE,Open Land,Good, , , , , , , , , , , ,Princeton Nurseries,Good,-76.98746246,38.85750865,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Princeton Nurseries,Cornus,kousa,Good,0,1,0,0,13,Good
5433,LGCY3910,3/29/08 0:00, ,Cercis canadensis,Eastern Redbud,5,CTP,North Portal Estates,0%,0,0,0,0,11,18,15,21-30%,3,3,Front Yard,4,PRIVATE,Open Land,Good, , , , , , , , , , , ,American Native Plants, ,-77.04081348,38.99370148,Good,Good,Good,Good,PRIVATE,2008,Spring, ,Open Land,CTP,CT,125,American Native Plants,Cercis,canadensis,Good,1,1,0,0,11,Good
5434,LGCY3950,4/30/05 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,St. Stephens Church, ,5.6,6.3,7.4,0,25,27,27,11-20%,4,4,Maintained Land,14,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.03625988,38.93403483,Good,Good,Good,Good,PRIVATE,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Lagerstroemia,indica,Good,0,1,0,0,14,Good
5435,LGCY3951,4/30/05 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,St. Stephens Church, ,6.2,6.3,0,0,25,24,26,1-10%,5,5,Maintained Land,16,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.0362594,38.93399818,Good,Good,Good,Good,PRIVATE,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Lagerstroemia,indica,Good,0,1,0,0,14,Good
5436,LGCY3954,4/30/05 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,St. Stephens Church, ,5.5,6.7,4.5,0,17,23,25,0%,4,4,Maintained Land,9,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.03625963,38.93415467,Good,Good,Good,Good,PRIVATE,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Lagerstroemia,indica,Good,0,1,0,0,14,Good
5437,LGCY3964,5/6/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,Penn Branch Citizen Civic Association,1-10%,4,3.5,4.4,3.6,13,24,23,11-20%,5,4,Front Yard,5,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Watkins Nurseries,Excellent,-76.95225818,38.87229471,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Lagerstroemia,indica,Good,0,1,0,0,13,Good
5438,LGCY3965,5/6/06 0:00, ,Prunus yedoensis,Yoshino Cherry,14.3,CTP,Penn Branch Citizen Civic Association,1-10%,0,0,0,0,33,30,37,81-90%,3,4,Side Yard,5,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Watkins Nurseries,Excellent,-76.95209351,38.8722705,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Prunus,x yedoensis,Good,2,1,0,0,13,Good
5439,LGCY3985,4/20/05 0:00, ,Quercus palustris,Pin Oak,14.2,CTP,Dupont Park Seventh Day Adventist School,0%,0,0,0,0,47,34,37,1-10%,5,5,Maintained Land,5,PRIVTSCHOOL,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.947612,38.87021797,Good,Good,Good,Good,PRIVTSCHOOL,2005,Spring, ,Open Land,CTP,BB,121,Robin Hill Farm Nursery,Quercus,palustris,Good,2,1,0,0,14,Good
5440,LGCY3994,4/8/06 0:00, ,Cornus kousa,Kousa Dogwood,0,CTP,Overlook Escape, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Princeton Nurseries,Excellent,-76.9879335,38.85788051,Dead,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Princeton Nurseries,Cornus,kousa,Good,0,1,0,0,13,Good
5441,LGCY3996,4/8/06 0:00, ,Cornus kousa,Kousa Dogwood,0,CTP,Overlook Escape, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Princeton Nurseries,Unvisited,-76.98817019,38.85775083,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Princeton Nurseries,Cornus,kousa,Good,0,1,0,0,13,Good
5442,LGCY4009,10/23/04 0:00, ,Cercis canadensis,Eastern Redbud,9.1,CTP,Columbia Heights,21-30%,0,0,0,0,18,25,22,11-20%,3,4,Front yard,6,OTHRMUNGOV,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.02570971,38.93273848,Good,Good,Good,Good,OTHRMUNGOV,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Cercis,canadensis,Good,2,1,0,0,15,Good
5443,LGCY4010,10/23/04 0:00, ,Cercis canadensis,Eastern Redbud,9.1,CTP,Columbia Heights,1-10%,0,0,0,0,20,24,22,31-40%,4,2,Front yard,6,OTHRMUNGOV,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.02561226,38.93274781,Good,Good,Good,Good,OTHRMUNGOV,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Cercis,canadensis,Good,2,1,0,0,15,Good
5444,LGCY4011,10/16/04 0:00, ,Acer saccharum,Sugar Maple,4,CTP,Upshur Park,0%,0,0,0,0,23,12,9,21-30%,4,3,Maintained Land,4,DPR,Open Land,Good, , , , ,GOOD, , , , , , ,Merrifield,Excellent,-77.03118785,38.94441713,Good,Good,Good,Good,DPR,2004,Fall, ,Open Land,CTP,BB,120,Merrifield,Acer,saccharum,Good,2,1,0,0,15,Good
5445,LGCY4065,4/8/06 0:00, ,Cladrastis kentukea,Yellowwood,0,CTP,Overlook Escape, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Princeton Nurseries,Unvisited,-76.98824096,38.85776122,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Princeton Nurseries,Cladrastis,lutea (kentukea),Good,2.5,1,0,0,13,Good
5446,LGCY4109,11/11/06 0:00, ,Chionanthus virginicus,White Fringetree,2.7,CTP,Crispus Attucks,0%,0,0,0,0,9,8,8,41-50%,4,3,Maintained Land,5,OTHPRIVATE,Open Land,Good, , , , , , , , , , , ,Watkins Nurseries,Excellent,-77.00973113,38.91757285,Good,Good,Good,Good,OTHPRIVATE,2006,Fall, ,Open Land,CTP,BB,119,Watkins Nurseries,Chionanthus,virginicus,Good,1,1,0,0,13,Good
5447,LGCY4112,4/17/05 0:00, ,Lagerstroemia indica,Crapemyrtle,2.8,CTP,Kenilworth/Parkside Recreation Center,1-10%,2.9,2.6,2.6,11,9,18,16,1-10%,3,3,Maintained Land,1,DPR,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.94285813,38.90761001,Good,Good,Good,Good,DPR,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Lagerstroemia,indica,Good,0,1,0,0,14,Good
5448,LGCY4145,11/19/05 0:00, ,Acer saccharum,Sugar Maple,8.7,CTP,Fort Davis,0%,0,0,0,0,35,23,26,11-20%,5,5,Maintained Land,4,NPS,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.95000706,38.8673643,Good,Good,Good,Good,NPS,2005,Fall, ,Open Land,CTP,BB,121,Robin Hill Farm Nursery,Acer,saccharum,Good,2.5,1,0,0,14,Good
5449,LGCY4146,11/19/05 0:00, ,Acer saccharum,Sugar Maple,8.2,CTP,Fort Davis,0%,0,0,0,0,28,26,27,1-10%,5,4,Maintained Land,5,NPS,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.95000041,38.86729628,Good,Good,Good,Good,NPS,2005,Fall, ,Open Land,CTP,BB,121,Robin Hill Farm Nursery,Acer,saccharum,Good,2.5,1,0,0,14,Good
5450,LGCY4159,5/6/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,Penn Branch Citizen Civic Association, ,0,0,0,0,0,0,0, , , ,Back Yard,0,PRIVATE,Open Land,Missing, , , , ,NOT HOME, , , , , , ,Watkins Nurseries,Unvisited,-76.95078099,38.87205271,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Lagerstroemia,indica,Good,0,1,0,0,13,Missing
5451,LGCY4168,5/6/06 0:00, ,Amelanchier canadensis,Shadblow Serviceberry,0,CTP,Penn Branch Citizen Civic Association, ,0,0,0,0,0,0,0, , , ,Back Yard,0,PRIVATE,Open Land,Missing, , , , , , , , , , , ,Watkins Nurseries,Good,-76.9491653,38.87165776,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Amelanchier,canadensis,Good,0,1,0,0,13,Missing
5452,LGCY4169,5/6/06 0:00, ,Betula nigra,River Birch,0,CTP,Penn Branch Citizen Civic Association, ,0,0,0,0,0,0,0, , , ,Back Yard,0,PRIVATE,Open Land,Missing, , , , ,GOOD, , , , , , ,Watkins Nurseries,Good,-76.94911383,38.87166846,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Open Land,CTP,BB,119,Watkins Nurseries,Betula,nigra,Good,2.5,1,0,0,13,Missing
5453,LGCY4178,11/11/06 0:00, ,Carpinus caroliniana,American Hornbeam,6,CTP,Crispus Attucks,0%,0,0,0,0,21,16,15,1-10%,4,4,Maintained Land,3,OTHPRIVATE,Open Land,Good, , , , , , , , , , , ,Merrifield, ,-77.01021675,38.91747488,Good,Good,Good,Good,OTHPRIVATE,2006,Fall, ,Open Land,CTP,CT,119,Merrifield,Carpinus,caroliniana,Good,1,1,0,0,13,Good
5454,LGCY4201,11/24/05 0:00, ,Platanus occidentalis,Sycamore,0,CTP,Anacostia Park (NCCC Projects), ,0,0,0,0,0,0,0, , , ,Maintained Land,0,NPS,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.96579506,38.88076923,Good,Good,Good,Good,NPS,2005,Fall, ,Open Land,No Program,BB,121,Robin Hill Farm Nursery,Platanus,occidentalis,Good,2.5,1,0,0,14,Good
5455,LGCY4259,4/17/05 0:00, ,Quercus nuttallii,Nuttall Oak,11.7,CTP,Fort Stanton Park,0%,0,0,0,0,36,28,30,1-10%,4,4,Natural Area,3,NPS,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.97619738,38.85693347,Good,Good,Good,Good,NPS,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Quercus,nuttallii,Good,2,1,0,0,14,Good
5456,LGCY4260,4/17/05 0:00, ,Quercus nuttallii,Nuttall Oak,9.8,CTP,Fort Stanton Park,0%,0,0,0,0,0,28,29,0%,4,4,Natural Area,3,NPS,Open Land,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-76.97609702,38.85689801,Good,Good,Good,Good,NPS,2005,Spring, ,Open Land,CTP,BB,120,Robin Hill Farm Nursery,Quercus,nuttallii,Good,2,1,0,0,14,Good
5457,LGCY4270,11/11/06 0:00, ,Ilex x aquipernyi,Dragon Lady Holly,2.5,CTP,Crispus Attucks,0%,0,0,0,0,11,6,7,1-10%,4,4,Maintained Land,2,OTHPRIVATE,Open Land,Good, , , , , , , , , , , ,Merrifield, ,-77.00994662,38.91761592,Good,Good,Good,Good,OTHPRIVATE,2006,Fall, ,Open Land,CTP,BB,119,Merrifield,Ilex,x aquipernyi,Good,2,1,0,0,13,Good
5458,LGCY4304,4/8/06 0:00, ,Amelanchier lamarckii,Serviceberry,2.9,CTP,MacArthur Blvd RFP,1-10%,1.8,2.1,2.6,2.8,17,13,21,11-20%,3,4,Maintained Land,6,PRIVATE,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Tennessee Trees,Excellent,-77.10210259,38.92538168,Good,Good,Good,Good,PRIVATE,2006,Spring, ,Continuous Strip,CTP,BB,119,Tennessee Trees,Amelanchier,lamarckii,Good,2.5,1,0,0,13,Good
5459,LGCY4338,6/10/04 0:00, ,Betula nigra,River Birch,8,CTP,Jelleff Boys and Girls Club,31-40%,0,0,0,0,24,29,27,0%,4,4,Planting Strip,10,PRIVATE,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Merrifield,Excellent,-77.06662404,38.91511572,Good,Good,Good,Good,PRIVATE,2004,Spring, ,Continuous Strip,CTP,BB,120,Merrifield,Betula,nigra,Good,2,1,0,0,15,Good
5460,LGCY4351,12/10/04 0:00, ,Acer rubrum,Red Maple,8,CTP,Woodley Park,81-90%,0,0,0,0,35,37,37,1-10%,4,4,Planting Strip,6,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05711941,38.93113001,Good,Good,Good,Good,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Good,2,1,0,0,15,Good
5461,LGCY4352,3/26/06 0:00, ,Cornus florida,White Dogwood,7.6,CTP,Woodley Park Triangle - Spring 2006,21-30%,0,0,0,0,27,23,21,1-10%,4,4,Planting Strip,9,DOT,Continuous Strip,Good, , , , ,POOR, , , , , , ,Watkins Nurseries,Excellent,-77.05687221,38.92602331,Good,Good,Good,Poor,DOT,2006,Spring, ,Continuous Strip,CTP,BB,119,Watkins Nurseries,Cornus,florida,Good,2,1,0,0,13,Good
5462,LGCY4362,12/10/04 0:00, ,Liquidambar styraciflua,American Sweetgum,8.9,CTP,Woodley Park,81-90%,0,0,0,0,45,37,38,1-10%,5,4,Planting Strip,0,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05709117,38.93121217,Good,Good,Good,Good,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Liquidambar,styraciflua,Good,2,1,0,0,15,Good
5463,LGCY4364,11/19/04 0:00, ,Liquidambar styraciflua,American Sweetgum,0,CTP,Woodley Park, ,0,0,0,0,0,0,0, , , ,Planting Strip,0,DOT,Continuous Strip,Missing, , , , , , , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05819407,38.9307326,Good,Good,Good,Poor,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Liquidambar,styraciflua,Good,2,1,0,0,15,Missing
5464,LGCY4366,11/19/04 0:00, ,Liquidambar styraciflua,American Sweetgum,7.6,CTP,Woodley Park,11-20%,0,0,0,0,30,25,25,0%,4,4,Planting Strip,0,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05854915,38.93025935,Good,Good,Good,Good,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Liquidambar,styraciflua,Good,2,1,0,0,15,Good
5465,LGCY4374,11/9/04 0:00, ,Acer rubrum,Red Maple,15.8,CTP,Woodley Park,81-90%,0,0,0,0,47,40,38,11-20%,4,4,Planting Strip,10,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05680563,38.929063,Good,Good,Good,Good,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Good,2,1,0,0,15,Good
5466,LGCY4378,11/9/04 0:00, ,Acer rubrum,Red Maple,18.3,CTP,Woodley Park,91-100%,0,0,0,0,50,46,48,1-10%,4,5,Planting Strip,10,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Robin Hill Farm Nursery,Excellent,-77.05757352,38.92682892,Good,Good,Good,Good,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Robin Hill Farm Nursery,Acer,rubrum,Good,2,1,0,0,15,Good
5467,LGCY4386,11/13/04 0:00,Princeton,Ulmus americana,American Elm,8.6,CTP,Woodley Park,51-60%,0,0,0,0,35,18,20,1-10%,4,4,Planting strip,10,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Riveredge Farms,Excellent,-77.05393973,38.92349473,Good,Good,Good,Poor,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Good,2,1,0,0,15,Good
5468,LGCY4387,11/13/04 0:00,Princeton,Ulmus americana,American Elm,9,CTP,Woodley Park,51-60%,0,0,0,0,33,22,19,1-10%,3,4,Planting strip,9,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Riveredge Farms,Excellent,-77.05332405,38.92352585,Good,Good,Good,Poor,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Good,2,1,0,0,15,Good
5469,LGCY4388,11/13/04 0:00,Princeton,Ulmus americana,American Elm,12,CTP,Woodley Park,51-60%,0,0,0,0,42,20,20,1-10%,3,4,Planting strip,12,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Riveredge Farms,Excellent,-77.05280309,38.92355691,Good,Good,Poor,Poor,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Good,2,1,0,0,15,Good
5470,LGCY4389,11/13/04 0:00,Princeton,Ulmus americana,American Elm,0,CTP,Woodley Park,61-70%,0,0,0,0,39,19,19,21-30%,3,4,Planting strip,10,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Riveredge Farms,Excellent,-77.05225832,38.923403,Good,Good,Poor,Poor,DOT,2004,Fall, ,Continuous Strip,CTP,BB,120,Riveredge Farms,Ulmus,americana,Good,2,1,0,0,15,Good
5471,LGCY4401,3/26/06 0:00, ,Quercus rubra,Red Oak,13.4,CTP,Woodley Park Triangle - Spring 2006, ,0,0,0,0,65,40,47,1-10%,4,4,Planting Strip,10,DOT,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Watkins Nurseries,Excellent,-77.05719479,38.92630504,Good,Good,Good,Good,DOT,2006,Spring, ,Continuous Strip,CTP,BB,119,Watkins Nurseries,Quercus,rubra,Good,2,1,0,0,13,Good
5472,LGCY4402,3/26/06 0:00, ,Cladrastis kentukea,Yellowwood,0,CTP,Woodley Park Triangle - Spring 2006, ,4,3,4,0,23,0,0,1-10%,4,5,Road Median,0,DPR,Continuous Strip,Good, , , , ,GOOD, , , , , , ,Watkins Nurseries,Excellent,-77.05751435,38.92637953,Good,Good,Good,Good,DPR,2006,Spring, ,Continuous Strip,CTP,BB,119,Watkins Nurseries,Cladrastis,lutea (kentukea),Good,0,1,0,0,13,Good
5473,LGCY4403,12/25/05 0:00, ,Acer rubrum,Red Maple,3.7,CTP,Moten Elementary,0%,0,0,0,0,19,8,8,21-30%,4,4,Maintained Land,5,DCPS,Open Land,Good, , , , ,POOR, , , , , , ,Ingleside,Excellent,-76.98348758,38.85699557,Good,Good,Good,Good,DCPS,2005,Fall, ,Open Land,CTP,BB,120,Ingleside,Acer,rubrum,Good,2.5,1,0,0,14,Good
5474,LGCY4444,11/11/06 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,Crispus Attucks, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,OTHPRIVATE,Open Land,Missing, , , , , , , , , , , ,Watkins Nurseries, ,-77.01092592,38.91747426,Good,Good,Good,Good,OTHPRIVATE,2006,Fall, ,Open Land,CTP,BB,119,Watkins Nurseries,Lagerstroemia,indica,Good,0,1,0,0,13,Missing
5475,LGCY4466,4/20/07 0:00, ,Magnolia (spp.),Magnolia,2.1,CTP,7th District Metro Police Station,0%,1.2,1,0,0,7,8,7,11-20%,3,3,Maintained Land,1,OTHRMUNGOV,Open Land,Good, , , , ,POOR, , , , , , ,Bremo Trees,Good,-76.96980523,38.85346896,Good,Good,Good,Good,OTHRMUNGOV,2007,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Magnolia,speciosa,Good,0,1,0,0,12,Good
5476,LGCY4470,4/20/07 0:00, ,Lagerstroemia indica,Crapemyrtle,0,CTP,7th District Metro Police Station,1-10%,3.2,2.9,3.8,3.4,14.5,22,21,21-30%,4,4,Maintained Land,4,OTHRMUNGOV,Open Land,Good, , , , ,GOOD, , , , , , ,Gro-Getters,Excellent,-76.96984394,38.85390441,Good,Good,Good,Good,OTHRMUNGOV,2007,Spring, ,Open Land,CTP,BB,119,Gro-Getters,Lagerstroemia,indica,Good,0,1,0,0,12,Good
5477,LGCY4477,10/13/07 0:00, ,Chionanthus virginicus,White Fringetree,8.1,CTP,Petworth Triangles,11-20%,0,0,0,0,11,10,12,1-10%,4,5,Maintained Land,2,DPR,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.01662902,38.93871398,Good,Good,Good,Good,DPR,2007,Fall, ,Open Land,CTP,BB,119,Bremo Trees,Chionanthus,virginicus,Good,1.5,1,0,0,12,Good
5478,LGCY4480,12/1/07 0:00,Autumn Gold,Ginkgo biloba,Ginkgo,13.2,CTP,Monroe Street,21-30%,0,0,0,0,34,21,23,1-10%,4,4,Front Yard,5,PRIVATE,Open Land,Good, , , , , , , , , , , ,Bremo Trees, ,-77.03328238,38.93145371,Good,Good,Good,Good,PRIVATE,2007,Fall, ,Open Land,CTP,BB,125,Bremo Trees,Ginkgo,biloba,Good,2,1,0,0,12,Good
5479,LGCY4481,12/1/07 0:00,Autumn Gold,Ginkgo biloba,Ginkgo,8,CTP,Monroe Street,11-20%,0,0,0,0,23,19,21,11-20%,4,4,Front Yard,3,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.03341057,38.93150202,Good,Good,Good,Good,PRIVATE,2007,Fall, ,Open Land,CTP,BB,125,Bremo Trees,Ginkgo,biloba,Good,2,1,0,0,12,Good
5480,LGCY4505,3/15/08 0:00, ,Carpinus caroliniana,American Hornbeam,0,CTP,Rosedale Conservancy, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,PRIVATE,Open Land,Missing, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.06832464,38.93495532,Missing,Good,Good,Good,PRIVATE,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Carpinus,caroliniana,Good,2,0,2017,9,9,Missing
5481,LGCY4536,4/5/08 0:00, ,Ilex opaca,American Holly,5,CTP,Tregaron Conservancy,0%,0,0,0,0,15,10,10,11-20%,4,4,Natural area,2,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.0612158,38.93038201,Missing,Good,Good,Good,PRIVATE,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Ilex,opaca,Good,1,1,0,0,11,Good
5482,LGCY4547,4/3/08 0:00, ,Magnolia virginiana,Sweetbay Magnolia,3.3,CTP,Mayfair Mansions,0%,0,0,0,0,16,11,14,11-20%,4,4,Maintained land,7,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-76.94856088,38.90211548,Good,Good,Good,Good,PRIVATE,2008,Spring, ,Open Land,CTP,BB,125,Bremo Trees,Magnolia,virginiana,Good,2,1,0,0,11,Good
5483,LGCY4550,4/5/08 0:00, ,Ilex opaca,American Holly,3,CTP,Tregaron Conservancy,0%,0,0,0,0,14,10,10,11-20%,4,4,Natural area,3,PRIVATE,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.06124758,38.93033668,Good,Good,Good,Good,PRIVATE,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Ilex,opaca,Good,1,1,0,0,11,Good
5484,LGCY4569,4/9/08 0:00, ,Nyssa sylvatica,Tupelo Black Gum,7,CTP,AU Child Development Center,81-90%,0,0,0,0,24,25,26,1-10%,5,5,Maintained Land,6,UNIVERSITY,Open Land,Good, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.09187002,38.93542072,Good,Good,Good,Good,UNIVERSITY,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Nyssa,sylvatica,Good,1.5,1,0,0,11,Good
5485,LGCY4571,4/9/08 0:00,Rotundiloba,Liquidambar styraciflua,American Sweetgum,0,CTP,AU Child Development Center, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,UNIVERSITY,Open Land,Missing, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.09195245,38.9355251,Good,Good,Good,Good,UNIVERSITY,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Liquidambar,styraciflua,Good,2,1,0,0,11,Missing
5486,LGCY4572,4/9/08 0:00,Rotundiloba,Liquidambar styraciflua,American Sweetgum,0,CTP,AU Child Development Center, ,0,0,0,0,0,0,0, , , ,Maintained Land,0,UNIVERSITY,Open Land,Missing, , , , ,GOOD, , , , , , ,Bremo Trees,Excellent,-77.0919481,38.93557446,Good,Good,Good,Good,UNIVERSITY,2008,Spring, ,Open Land,CTP,BB,119,Bremo Trees,Liquidambar,styraciflua,Good,2,1,0,0,11,Missing
